title,url,created_at,updated_at,published_date,summary,content,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
Tanco gets nod from transport ministry to build smart AI container port in Negeri Sembilan,https://www.klsescreener.com/v2/news/view/1263243,2024-01-16 00:20:31,2024-01-16 17:32:38,2024-01-16 00:13:30,Tanco Holdings Bhd said the Ministry of Transport has no objections to its subsidiary's proposed development of a smart AI container port in Negeri Sembilan.,"<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 16): Tanco Holdings Bhd said the Ministry of Transport has no objections to its subsidiary's proposed development of a smart AI container port in Negeri Sembilan.&nbsp;</p></div>

<div class=newsTextDataWrapInner><p>Tanco said its 79%-owned subsidiary, Midports Holdings Sdn Bhd, was notified of this on Monday by the Malaysia Marine Department (MMD).</p></div>

<div class=newsTextDataWrapInner><p>MMD went on to inform Midports that the department is giving its approval-in-principle to the port project, subject to various technical studie",Edge,,https://assets.theedgemarkets.com/tanco-holding_www.tancoholdings.com__5_0.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Econframe, MGB, Tien Wah Press, Alpha IVF, George Kent, MSM Malaysia, Magna Prima, Sunview, Wentel Engineering",https://www.klsescreener.com/v2/news/view/1263241,2024-01-16 00:20:30,2024-01-16 17:19:14,2024-01-16 00:01:16,Here is a brief recap of some corporate announcements that made the news on Monday:,"<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 15): Here is a brief recap of some corporate announcements that made the news on Monday:</p></div>

<div class=newsTextDataWrapInner><p><b>Econframe Bhd</b> has acquired industrial property builder ETA World Sdn Bhd for RM56 million. The total door system solutions provider said it has entered into a conditional share sale agreement with ETA Industries Sdn Bhd for the proposed acquisition. ETA World provides turnkey design and build solutions of industrial buildings such as factories and warehouses, customising each project based on its c",新闻,,https://assets.theedgemarkets.com/Companies-in-the-news_theedgemalaysia_54.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
Power plant a ‘game changer’ for SunCon,https://www.klsescreener.com/v2/news/view/1263405,2024-01-16 10:44:35,2024-01-16 10:44:35,2024-01-16 00:00:00,"PETALING JAYA: A US$2.4bil power plant project in Vietnam will be a “game changer” for Sunway Construction Group Bhd (SunCon), says CGS-CIMB Research.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: A US$2.4bil power plant project in Vietnam will be a “game changer” for <a href=""/business/marketwatch/stocks/?qcounter=SUNCON"" target=""_blank"">Sunway Construction Group Bhd</a><a href=""http://charts.thestar.com.my/?s=SUNCON"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> (SunCon), says CGS-CIMB Research.</p><p></p><p>The Song Hau 2 power plant, in which SunCon has a 55% stake worth RM6bil, is expected to award a con",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493161.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493161.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
REIT sector earnings poised to grow 9.1% in 2024,https://www.klsescreener.com/v2/news/view/1263379,2024-01-16 09:33:52,2024-01-16 09:33:52,2024-01-16 00:00:00,"KUALA LUMPUR: Maybank Investment Bank Research (Maybank IB Research) is forecasting the earnings of Malaysian real estate investment trusts (REITs) to grow by a decent 9.1% this year, supported by sustained occupancy and rental rates, plus several new asset injections.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>KUALA LUMPUR: Maybank Investment Bank Research (Maybank IB Research) is forecasting the earnings of Malaysian real estate investment trusts (REITs) to grow by a decent 9.1% this year, supported by sustained occupancy and rental rates, plus several new asset injections.</p><p>The forecast is up from the estimated 6.9% growth in 2023, said the research house, which retained its “neutral” rating on the sector.</p><p>“We expect Bank Negara to pause on interest rates, with the overnigh",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493136.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493136.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Equities and bonds likely to see modest growth,https://www.klsescreener.com/v2/news/view/1263377,2024-01-16 09:33:50,2024-01-16 09:33:50,2024-01-16 00:00:00,"PETALING JAYA: The Malaysian capital market may see modest growth especially in equities and bonds as the FBM KLCI is poised to hit 1,510 points by the end of 2024, according to HSBC Global Research.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: The Malaysian capital market may see modest growth especially in equities and bonds as the FBM KLCI is poised to hit 1,510 points by the end of 2024, according to HSBC Global Research.</p><p></p><p>The research house said the nascent recovery in the global electronics cycle, as seen in peers such as South Korea and Singapore, provides some hope that Malaysia’s exports are seeing the light at the end of the tunnel.</p><p>Consistent foreign direct investments (FDI) co",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493140.JPG,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493140.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
George Kent expands operations in Vietnam,https://www.klsescreener.com/v2/news/view/1263375,2024-01-16 09:33:48,2024-01-16 09:33:48,2024-01-16 00:00:00,"PETALING JAYA: George Kent (M) Bhd has set up a new subsidiary named George Kent (Vietnam) Co Ltd (GK Vietnam), with the aim of expanding its presence and operations in Vietnam.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: <a href=""/business/marketwatch/stocks/?qcounter=GKENT"" target=""_blank"">George Kent (M) Bhd</a><a href=""http://charts.thestar.com.my/?s=GKENT"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> has set up a new subsidiary named George Kent (Vietnam) Co Ltd (GK Vietnam), with the aim of expanding its presence and operations in Vietnam.</p><p></p><p>In a statement, George Kent said its wholly-owned subsidiary George Kent In",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493139.JPG,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493139.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Econframe buys property developer for RM56mil,https://www.klsescreener.com/v2/news/view/1263373,2024-01-16 09:33:46,2024-01-16 09:33:46,2024-01-16 00:00:00,PETALING JAYA: Econframe Bhd is proposing to acquire a 70% stake in ETA World Sdn Bhd (ETAW) from ETA Industries Sdn Bhd for RM56mil as part of its move to diversify the group’s business into construction services and property development.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Managing director Lim Chin Horng said this was part of the company’s efforts to grow its business and diversify its revenue stream.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: <a href=""/business/marketwatch/stocks/?qcounter=EFRAME"" target=""_blank"">Econframe Bhd</a><a href=""http://charts.thestar.com.my/?s=EFRAME"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> is proposing to acquire a 70% stake in ETA World Sdn Bhd (ETAW) from ETA Industri",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493145.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493145.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"Sunview Groupinks deal forRE projectin Cambodia",https://www.klsescreener.com/v2/news/view/1263371,2024-01-16 09:33:44,2024-01-16 09:33:44,2024-01-16 00:00:00,"PETALING JAYA: Sunview Group Bhd’s subsidiary, Fabulous Sunview Sdn Bhd, has entered into a strategic business alliance agreement with a few Cambodian partners for the commision of a renewable energy (RE) project.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: Sunview Group Bhd’s subsidiary, Fabulous Sunview Sdn Bhd, has entered into a strategic business alliance agreement with a few Cambodian partners for the commision of a renewable energy (RE) project.</p><p></p><p>Sunview executive director and chief executive officer H P Ong said the RE project will have a targeted capacity of 500 megawatts on land in an undisclosed province in Cambodia.</p><p>“We are enthusiastic about this collaboration as it empowers us to expand ",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493138.JPG,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493138.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Alpha IVF gets  approval to list on ACE Market,https://www.klsescreener.com/v2/news/view/1263369,2024-01-16 09:33:42,2024-01-16 09:33:42,2024-01-16 00:00:00,KUALA LUMPUR: Alpha IVF Group Bhd has received approval from Bursa Malaysia to list on the ACE Market of Bursa Malaysia.,"<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>KUALA LUMPUR: Alpha IVF Group Bhd has received approval from Bursa Malaysia to list on the ACE Market of Bursa Malaysia.</p><p>Alpha IVF is a fertility care specialist currently operating in Malaysia and Singapore, providing assisted reproductive services with a primary focus on in-vitro fertilisation. It currently operates two specialist centres in Malaysia and one specialist centre in Singapore.</p><p>The company targets to be listed in the first quarter of 2024.</p></div>",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493137.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493137.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
MBSB eyes 8% ROE in next three years,https://www.klsescreener.com/v2/news/view/1263367,2024-01-16 09:33:40,2024-01-16 09:33:40,2024-01-16 00:00:00,PETALING JAYA: Malaysia Building Society Bhd (MBSB) aims to raise its return on equity (ROE) to 8% in the next three years through improved interest margins and a more diversified customer base.,"<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: <a href=""/business/marketwatch/stocks/?qcounter=MBSB"" target=""_blank"">Malaysia Building Society Bhd</a><a href=""http://charts.thestar.com.my/?s=MBSB"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> (MBSB) aims to raise its return on equity (ROE) to 8% in the next three years through improved interest margins and a more diversified customer base.</p><p></p><p>The Islamic banking-based lender aims to up its ROE by raisi",,,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493158.JPG,https://apicms.thestar.com.my/uploads/images/2024/01/16/2493158.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
