title,url,created_at,updated_at,published_date,summary,content,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
Oil settles lower on US fuel inventory builds,https://www.klsescreener.com/v2/news/view/1257897,2024-01-05 07:33:28,2024-01-05 07:33:28,2024-01-05 07:25:00,"Oil settled lower on Thursday in a choppy see-saw session, as massive weekly gasoline and distillate stock builds overshadowed a larger-than-expected crude stock draw.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Brent crude settled down 66 cents, or 0.8%, to US$77.59. US West Texas Intermediate crude futures settled down 51 cents, or 0.7%, to US$72.19.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: Oil settled lower on Thursday in a choppy see-saw session, as massive weekly gasoline and distillate stock builds overshadowed a larger-than-expected crude stock draw.</p><p>Brent crude settled down 66 cents, or 0.8%, to US$77.59. During the session it both rose and fell over US$1. US West Texas Intermediate ",,,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474806.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474806.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"S&P, Nasdaq extend year-start skid to three",https://www.klsescreener.com/v2/news/view/1257895,2024-01-05 07:33:27,2024-01-05 07:33:27,2024-01-05 07:19:00,"The S&amp;P 500 and Nasdaq Composite closed lower on Thursday, extending their losing streak that kicked off 2024, although the Dow Jones Industrial eked out a win on the back of financial stocks and strong jobs data.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The S&amp;P 500 lost 16.13 points, or 0.34%, to end at 4,688.68 points, while the Nasdaq lost 81.91 points, or 0.56%, at 14,510.3. The Dow rose 10.15 points, or 0.03%, to 37,440.34.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: The S&amp;P 500 and Nasdaq Composite closed lower on Thursday, extending their losing streak that kicked off 2024, although the Dow Jones Industrial eked out a win on the back of financial stocks and strong jobs data.</p><p>For the S&amp;P 500, this is the worst start to",,,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474801.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474801.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Severe-level continuous rain expected in Pahang and Johor until Sunday,https://www.klsescreener.com/v2/news/view/1257803,2024-01-05 01:06:56,2024-01-05 15:34:40,2024-01-05 01:01:10,The Meteorological Department (MetMalaysia) has issued a warning of severe level continuous rain in several areas in Pahang and Johor starting Thursday until Sunday (Jan 7).,"<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 4): The Meteorological Department (MetMalaysia) has issued a warning of severe level continuous rain in several areas in Pahang and Johor starting Thursday until Sunday (Jan 7).</p></div>

<div class=newsTextDataWrapInner><p>In a statement on Thursday night, MetMalaysia stated the areas involved are Pekan and Rompin (Pahang) and Segamat, Kluang, Mersing, Kulai, Kota Tinggi and Johor Bahru (Johor).</p></div>

<div class=newsTextDataWrapInner><p>The department also issued an alert-level continuous rain warning within the same period invol",Edge,,https://assets.theedgemarkets.com/rain2_4.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Upcoming water tariff adjustment for service sustainability, not to benefit companies — SPAN",https://www.klsescreener.com/v2/news/view/1257801,2024-01-05 01:06:55,2024-01-05 15:34:37,2024-01-05 00:46:17,"The adjustment of water tariffs expected to take place this year is aimed at ensuring the sustainability of services, and not for water companies to make excessive profits, National Water Services Commission (SPAN) Corporate Communications and Consumer Affairs Unit director, Mohd Fazil Ismail said.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 5): The adjustment of water tariffs expected to take place this year is aimed at ensuring the sustainability of services, and not for water companies to make excessive profits, National Water Services Commission (SPAN) Corporate Communications and Consumer Affairs Unit director, Mohd Fazil Ismail said.</p></div>

<div class=newsTextDataWrapInner><p>He said SPAN has conducted a Tariff Setting Mechanism (TSM) study to ensure a fair tariff adjustment for both water companies and consumers.</p></div>

<div class=newsTextDataWrapInner><p>“We",Edge,,https://assets.theedgemarkets.com/Suruhanjaya-Perkhidmatan-Air-Negara_span.gov_.my__11.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
Rafizi skirts question of who has access to Padu's database,https://www.klsescreener.com/v2/news/view/1257799,2024-01-05 01:06:53,2024-01-05 15:19:38,2024-01-05 00:45:05,"A set of access control mechanisms has been put in place for government officers’ access to data in the Central Database Hub (Padu), said Economy Minister Rafizi Ramli.

During a press conference on Thursday, in response to a question on who in the government can access the data stored in Padu, Rafizi said Padu has been developed in compliance with industry standards, including a mechanism of access control as a security measure is in place.","<blockquote class=""blockquote"">“I don’t think that telling every single thing...while it’s good for your (the media) story...I don’t think it will help us (the government) to manage the security of the system.”</blockquote>

<div class=newsTextDataWrapInner><p>PUTRAJAYA (Jan 4): A set of access control mechanisms has been put in place for government officers’ access to data in the Central Database Hub (Padu), said Economy Minister Rafizi Ramli.</p></div>

<div class=newsTextDataWrapInner><p>During a press conference on Thursday, in response to a question on who in the government can access",新闻,,https://assets.theedgemarkets.com/rafizi-ramli3_7.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"TNB, AmanahRaya REIT, Ekovest, IWCity, Dayang, UEM Sunrise, Sinaran Advance, MN Holdings, Ibraco, Pharmaniaga, MISC, Minetech Resources, RHB and Kerjaya Prospek",https://www.klsescreener.com/v2/news/view/1257787,2024-01-05 00:46:51,2024-01-05 15:19:35,2024-01-05 00:37:54,"KUALA LUMPUR (Jan 4):Here is a brief recap of some corporate announcements that made news on Thursday:

Sabah Electricity Sdn Bhd (SESB) chief executive officer Mohd Yaakob Jaafar said Tenaga Nasional Berhad (TNB) remains the largest shareholder of the Sabah utility comp...","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 4):Here is a brief recap of some corporate announcements that made news on Thursday:</p></div>

<div class=newsTextDataWrapInner><p>Sabah Electricity Sdn Bhd (SESB) chief executive officer Mohd Yaakob Jaafar said <strong>Tenaga Nasional Berhad</strong> (TNB) remains the largest shareholder of the Sabah utility company. He said the public must understand that SESB has not yet been fully taken over by the Sabah government, which currently holds 17% of the company's shares, despite the regulatory authority over the management of the electric",新闻,,https://assets.theedgemarkets.com/Companies-in-the-news_theedgemarkets_928.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
Short-term interbank rates close steady on central bank ops,https://www.klsescreener.com/v2/news/view/1257891,2024-01-05 07:22:31,2024-01-05 07:22:31,2024-01-05 00:00:00,Short-term interbank rates closed steady today on Bank Negara Malaysia’s operations to absorb surplus liquidity from the financial system.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Negara called for a RM37.80bil conventional money market tender and a RM33.10bil murabahah money market tender.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>KUALA LUMPUR: Short-term interbank rates closed steady today on Bank Negara Malaysia’s operations to absorb surplus liquidity from the financial system.</p><p>Liquidity in the conventional system slipped to RM37.84bil from RM41.04bil yesterday morning, while liquidity in Islamic funds fell to RM33.12bil from RM33.79bil.</p><p>Earlier, the central ba",,,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474795.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474795.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Military wants to kick-start Pakistan’s green revolution,https://www.klsescreener.com/v2/news/view/1257889,2024-01-05 07:22:30,2024-01-05 07:22:30,2024-01-05 00:00:00,Pakistan sees farming potential amid the rolling sand dunes of Punjab’s Cholistan desert.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Food security: Farmers harvest rice on the outskirts of Lahore. The country is hoping its Green Pakistan Initiative will boost crop yields. — AFP</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>Islamabad: Pakistan sees farming potential amid the rolling sand dunes of Punjab’s Cholistan desert.</p><p>Here, in the South Asian nation’s vast central plains, the government plans to lease massive tracts of state-owned land to overhaul an outdated agriculture sector.</p><p>But in an unusual arrangement, the milit",,,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474514.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474514.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
SupportLine,https://www.klsescreener.com/v2/news/view/1257887,2024-01-05 07:22:30,2024-01-05 07:22:30,2024-01-05 00:00:00,Central Global Bhd challenged its recent trading high of RM3.15 yesterday as it attempted to shrug off consolidation pressures to resume an uptrend.,"<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p><a href=""/business/marketwatch/stocks/?qcounter=CGB"" target=""_blank"">Central Global Bhd</a><a href=""http://charts.thestar.com.my/?s=CGB"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> challenged its recent trading high of RM3.15 yesterday as it attempted to shrug off consolidation pressures to resume an uptrend. The share has been moving in a sideways trajectory since its rally stalled last October.</p><p>However, the upside bias r",,,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474788.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474788.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Dayang bags PETRONAS contract,https://www.klsescreener.com/v2/news/view/1257885,2024-01-05 07:22:29,2024-01-05 07:22:29,2024-01-05 00:00:00,"Dayang Enterprise Holdings Bhd, via its wholly-owned subsidiary Dayang Enterprise Sdn Bhd, has secured a contract from PETRONAS Carigali for rectification works and associated services for asset integrity findings of Package A of Sarawak Oil Asset.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: <a href=""/business/marketwatch/stocks/?qcounter=DAYANG"" target=""_blank"">Dayang Enterprise Holdings Bhd</a><a href=""http://charts.thestar.com.my/?s=DAYANG"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a>, via its wholly-owned subsidiary Dayang Enterprise Sdn Bhd, has secured a contract from PETRONAS Carigali for rectification works and associated services for asset integrity findings of Package A of Sarawak Oil Asset.<",,,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474732.JPG,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474732.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"Vietnam’s exports to EU, US see sharp drop in 2023",https://www.klsescreener.com/v2/news/view/1257883,2024-01-05 07:12:31,2024-01-05 07:12:31,2024-01-05 00:00:00,"Vietnam’s exports to the European Union (EU) and the United States in 2023 were estimated to reach around US$166bil, a 9.6% decrease while imports were estimated at nearly US$41bil, a 9.1% decrease in comparison to 2022.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Vietnam's trade surplus remained positive at US$125bil this year with a surplus of US$33bil with the EU and US$92bil with the US.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>HANOI: Vietnam’s exports to the European Union (EU) and the United States in 2023 were estimated to reach around US$166bil, a 9.6% decrease while imports were estimated at nearly US$41bil, a 9.1% decrease in comparison to 2022.</p><p>The South-East Asian economy’s trade surplus, however, remained positive at US$125bil this year wit",,,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474752.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/05/2474752.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
