title,url,created_at,updated_at,published_date,summary,content,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
Adopting zero trust defence,https://www.klsescreener.com/v2/news/view/1262013,2024-01-12 15:11:26,2024-01-12 15:11:26,2024-01-12 00:00:00,"AS we navigate the complexities of a digital era, the increasing frequency and intricacies of data breaches underscore the critical need for robust cybersecurity measures.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Alvin Gan is the head of technology consulting at KPMG in Malaysia. </p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>AS we navigate the complexities of a digital era, the increasing frequency and intricacies of data breaches underscore the critical need for robust cybersecurity measures.</p><p>These incidents not only compromise the privacy of individuals but also pose a substantial threat to the integrity of our financial systems, communication networks and even the democratic processes, which are the fou",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2487548.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2487548.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Taking a customer-centric approach,https://www.klsescreener.com/v2/news/view/1262005,2024-01-12 14:55:36,2024-01-12 14:55:36,2024-01-12 00:00:00,"GOVERNMENT entities grapple with the challenge of balancing regulations, outcomes and customer expectations.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Azwan Baharuddin is the country managing director at Accenture Malaysia.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>GOVERNMENT entities grapple with the challenge of balancing regulations, outcomes and customer expectations.</p><p>Often, public service agencies prioritise regulatory frameworks and measurable outcomes, sometimes overlooking a customer-centric approach. This poses a challenge, especially considering the diverse services and channels through which citizens interact with the government.</",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2487557.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2487557.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
SupportLine,https://www.klsescreener.com/v2/news/view/1261777,2024-01-12 07:33:25,2024-01-12 07:33:25,2024-01-12 00:00:00,IJM Corp Bhd is undergoing a consolidation phase after a stellar rally last week.,"<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p><a href=""/business/marketwatch/stocks/?qcounter=IJM"" target=""_blank"">IJM Corp Bhd</a><a href=""http://charts.thestar.com.my/?s=IJM"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> is undergoing a consolidation phase after a stellar rally last week.</p><p>The share is taking a breather as the slow-stochastic index neutralises from overbought levels, although the daily moving average convergence/divergence (MACD) histogram is still ext",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486929.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486929.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Why a US bitcoin ETF is a game-changer for virtual currency,https://www.klsescreener.com/v2/news/view/1261775,2024-01-12 07:22:30,2024-01-12 07:22:30,2024-01-12 00:00:00,THE US Securities and Exchange Commission (SEC) on Wednesday approved exchange-traded funds (ETFs) that track the price of bitcoin in a game-changer for the cryptocurrency industry which has been trying for more than a decade to launch such a product.,"<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                            
                                                                                                                                                        <p class=""caption"">For the crypto industry, a spot bitcoin ETF is a big win. — Reuters</p>
                                                                                                 ",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486917.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486917.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Texas bans BlackRock funds buying oil stocks,https://www.klsescreener.com/v2/news/view/1261773,2024-01-12 07:12:18,2024-01-12 07:12:18,2024-01-12 00:00:00,Texas bars its public pensions from investing in 350 funds run by asset-management giants such as BlackRock Inc and Invesco Ltd because a key Republican state official says they “boycott” the oil and gas (O&amp;G) industries.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">ESG fight: Windmills rise behind cattle standing in a feed lot in Rosston, Texas. State comptroller Hegar has published a list of entities that he determined engage in a ‘boycott’ of fossil fuels under Republican legislation passed in 2021. — AP</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: Texas bars its public pensions from investing in 350 funds run by asset-management giants such as BlackRock Inc and Invesco Ltd because a key Republican state official says they “boycott” the oil and gas (O&",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486618.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486618.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
India trade dept backs lower tax on hybrid cars in green push,https://www.klsescreener.com/v2/news/view/1261771,2024-01-12 07:12:16,2024-01-12 07:12:16,2024-01-12 00:00:00,"India’s trade department has backed lowering taxes on hybrid vehicles to help the transition to cleaner energy sources, following demands by Japanese carmakers, five government and industry sources tell Reuters.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">India’s combined sales and additional taxes on hybrid vehicles sales are as high as 43%. — Reuters</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW DELHI: India’s trade department has backed lowering taxes on hybrid vehicles to help the transition to cleaner energy sources, following demands by Japanese carmakers, five government and industry sources tell Reuters.</p><p>The move could irk some local carmakers.</p><p>India’s combined sales and additional taxes on hybrid vehicles sales are as high as 43%,",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486913.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486913.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
India’s Polycab hits a low after tax dept finds irregularities,https://www.klsescreener.com/v2/news/view/1261769,2024-01-12 07:12:15,2024-01-12 07:12:15,2024-01-12 00:00:00,Polycab India plunged 23% to a six-month low yesterday after a tax department search at the wire and cable maker found unaccounted sales worth 10 billion rupees.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">If losses hold, the stock is set for its worst day since March 2020. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>BENGALURU: Polycab India plunged 23% to a six-month low yesterday after a tax department search at the wire and cable maker found unaccounted sales worth 10 billion rupees.</p><p>If losses hold, the stock is set for its worst day since March 2020, when coronavirus fears had gripped markets.</p><p>India’s income tax department said on Wednesday it found the unaccounted sales durin",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486890.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486890.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Renewed interest in biopharma M&A,https://www.klsescreener.com/v2/news/view/1261767,2024-01-12 07:12:14,2024-01-12 07:12:14,2024-01-12 00:00:00,"The world’s biggest drugmakers are racing to buy up biotech companies to fill looming holes in their pipelines and pounce on new discoveries, bringing a hopeful buzz back to JPMorgan Chase &amp; Co’s big healthcare conference in San Francisco.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The renewed energy in biotech applies even for companies that aren’t working in obesity, Novartis' Bulto said. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>SAN FRANCISCO: The world’s biggest drugmakers are racing to buy up biotech companies to fill looming holes in their pipelines and pounce on new discoveries, bringing a hopeful buzz back to JPMorgan Chase &amp; Co’s big healthcare conference in San Francisco.</p><p>“Opening new markets like obesity is adding optimism,” said Victor Bulto, p",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486911.jpeg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486911.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Fed’s Williams: More work needed to bring inflation back to target,https://www.klsescreener.com/v2/news/view/1261765,2024-01-12 07:12:13,2024-01-12 07:12:13,2024-01-12 00:00:00,Federal Reserve Bank of New York (New York Fed) president John Williams says that it’s still too soon to call for rate cuts as the central bank still has some distance to go on getting inflation back to its 2% target.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Taking a hit: People going to   a career fair in Los Angeles, California. New York Fed leader John Williams says monetary policy will slow growth to about 1.25% this year and cause the unemployment rate, now at 3.7%, to rise to 4%. — AFP</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: Federal Reserve Bank of New York (New York Fed) president John Williams says that it’s still too soon to call for rate cuts as the central bank still has some distance to go on getting inflation back to its 2% targe",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486620.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486620.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Yes to bitcoin-spot ETFs,https://www.klsescreener.com/v2/news/view/1261763,2024-01-12 07:12:10,2024-01-12 07:12:10,2024-01-12 00:00:00,"US regulators for the first time approved exchange-traded funds (ETFs) that invest directly in bitcoin, a move heralded as a landmark event for the roughly US$1.7 trillion digital-asset sector that will broaden access to the largest cryptocurrency on Wall Street and beyond.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Blistering rally: A man purchases bitcoin from a newly installed ATM in Boston, Massachusetts. The cryptocurrency, which sank 64% in 2022, more than doubled in 2023 in large part because of speculation that the SEC would eventually approve ETFs. — AFP</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: US regulators for the first time approved exchange-traded funds (ETFs) that invest directly in bitcoin, a move heralded as a landmark event for the roughly US$1.7 trillion digital-asset sector that wil",,,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486622.jpg,https://apicms.thestar.com.my/uploads/images/2024/01/12/2486622.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Drinking water manufacturer Life Water seeks Main Market listing,https://www.klsescreener.com/v2/news/view/1261667,2024-01-11 23:50:45,2024-01-12 13:49:04,2024-01-11 23:39:23,"Sabah-based Life Water Bhd, which manufactures drinking water and carbonated drinks, has filed its prospectus exposure for its initial public offering (IPO) with the Securities Commission Malaysia (SC).

According to the document, the IPO involves up to 125.95 million shares, comprising an offer for sale of up to 28.39 million existing shares and public issue of up to 97.56 million new shares.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 11): Sabah-based Life Water Bhd, which manufactures drinking water and carbonated drinks, has filed its prospectus exposure for its initial public offering (IPO) with the Securities Commission Malaysia (SC).</p></div>

<div class=newsTextDataWrapInner><p>According to the document, the IPO involves up to 125.95 million shares, comprising an offer for sale of up to 28.39 million existing shares and public issue of up to 97.56 million new shares.</p></div>

<div class=newsTextDataWrapInner><p>A total of 23.66 million shares will be offered",新闻,,https://assets.theedgemarkets.com/IPO-2_123rf_53.png,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
Serba Dinamik's listing status now up for grabs,https://www.klsescreener.com/v2/news/view/1261663,2024-01-11 23:35:56,2024-01-12 13:49:02,2024-01-11 23:22:32,"Once the darling of the local stock market, oil and gas services provider Serba Dinamik Holdings Bhd, whose shares have been suspended from trading a year ago while the company is undergoing liquidation, is seeking white knights to participate in its restructuring exercise","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 11): Once the darling of the local stock market, oil and gas services provider Serba Dinamik Holdings Bhd, whose shares have been suspended from trading a year ago while the company is undergoing liquidation, is seeking white knights to participate in its restructuring exercise.</p></div>

<div class=newsTextDataWrapInner><p>“Interested parties are invited to submit their expression of interest to participate in the restructuring of Serba Dinamik (in liquidation) and to amongst others, assume the listing status of the company or to facili",新闻,,https://assets.theedgemarkets.com/serbadinamik-1_e-serbadk.com__12.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
IPI growth to gather steam in 2024,https://www.klsescreener.com/v2/news/view/1261661,2024-01-11 23:35:54,2024-01-12 13:48:59,2024-01-11 23:15:01,"The country’s industrial production is expected to be on a growth trajectory in 2024 driven by recovery in exports, improved domestic demand and higher private investments.

MIDF Research estimates IPI to grow at 3.7% in 2024, compared with an estimated 1.1% growth in 2023 as more robust global manufacturing activities and a turnaround in the electrical and electronic (E&E) market, resulting in increase in industrial production.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 11): The country’s industrial production is expected to be on a growth trajectory in 2024, driven by recovery in exports, improved domestic demand and higher private investments.</p></div>

<div class=newsTextDataWrapInner><p>MIDF Research estimates IPI to grow at 3.7% in 2024, compared with an estimated 1.1% growth in 2023 as more robust global manufacturing activities and a turnaround in the electrical and electronic (E&amp;E) market, resulting in increase in industrial production.</p></div>

<div class=newsTextDataWrapInner><p>Nevert",新闻,,https://assets.theedgemarkets.com/factory-worker-3_theedgemarkets_6.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"EVD suspends operations director, subsidiary served with winding-up petitions",https://www.klsescreener.com/v2/news/view/1261655,2024-01-11 22:36:00,2024-01-12 13:45:25,2024-01-11 22:25:28,"EVD Bhd has announced the suspension of its executive director of operations Mah Seong Huak with immediate effect.

The group, which provides information and communications technology system solutions for transportation systems, did not disclose the reason for the suspension.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 11): EVD Bhd has announced the suspension of its executive director of operations Mah Seong Huak with immediate effect.</p></div>

<div class=newsTextDataWrapInner><p>The group, which provides information and communications technology system solutions for transportation systems, did not disclose the reason for the suspension.</p></div>

<div class=newsTextDataWrapInner><p>In a bourse filing on Thursday, EVD said Mah has been temporarily relieved from his operational duties in the areas of project management and engineering, project tend",,,https://assets.theedgemarkets.com/evd bhd.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Malaysia-to-Singapore contra lane to be activated at Sultan Abu Bakar Complex next week, says Loke",https://www.klsescreener.com/v2/news/view/1261647,2024-01-11 22:02:15,2024-01-12 13:34:12,2024-01-11 21:53:49,"A contra lane for traffic leaving Malaysia for Singapore will be activated at the Customs, Immigration and Quarantine Complex of the Sultan Abu Bakar Complex (KSAB) here next week, said Transport Minister Anthony Loke Siew Fook.","<div class=newsTextDataWrapInner><p>ISKANDAR PUTERI (Jan 11):&nbsp;A contra lane for traffic leaving&nbsp;Malaysia for&nbsp;Singapore will be activated at the Customs, Immigration and Quarantine Complex of the Sultan Abu Bakar Complex (KSAB) here next week, said Transport Minister&nbsp;Anthony Loke Siew Fook.</p></div>

<div class=newsTextDataWrapInner><p>He said the implementation of the contra lane would increase the number of service counters from 24 to&nbsp;36, and help&nbsp;in dispersing land traffic between the two countries via the Second Link.</p></div>

<div class=newsTextDataWrap",,,https://assets.theedgemarkets.com/20230905_PEO_MINISTER OF TRANSPORT ANTHONY LOKE_ZHD-36_20231023184817_theedgemalaysia_3.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
EVENING 5: Five things you need to know today,https://www.klsescreener.com/v2/news/view/1261645,2024-01-11 21:32:00,2024-01-12 13:00:39,2024-01-11 21:23:11,E...,"<div class=""ceonothumb mx-auto pb-5"">
<div>
<div class=""iframe-w100-wrapper""><iframe allowfullscreen="""" frameborder=""0"" height=""500"" src=""https://www.youtube.com/embed/uIjXt1_YHVk?si=EJn8MQBYV-CAV27h&amp;rel=0&amp;autoplay=1&amp;mute=1"" width=""840""></iframe></div>
</div>

<div class=newsTextDataWrapInner><p class=""thumb-cap"">EVENING 5: Malaysia-Singapore finalise the JS-Special Economic Zone</p></div><div class=inPageAd id=div-gpt-ad-inpage></div>
</div>

<div class=newsTextDataWrapInner><p>Here’s a quick look at some of the stories that made headlines today.</p></div>

<div class=ne",新闻,,https://assets.theedgemarkets.com/TEM THUMBNAIL FINAL_945.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Higher exports may cut palm oil inventory level by 14.8% in 2024, says MPOB DG",https://www.klsescreener.com/v2/news/view/1261643,2024-01-11 21:20:59,2024-01-12 12:49:00,2024-01-11 21:16:52,"Malaysia’s palm oil inventory level is expected to fall by 14.8% to 1.95 million tonnes in 2024, from 2.29 million tonnes in 2023, in anticipation of better exports, said Malaysian Palm Oil Board (MPOB) director general Datuk Dr Ahmad Parveez Ghulam Kadir.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Jan 11): Malaysia’s palm oil inventory level is expected to fall by 14.8% to 1.95 million tonnes in 2024, from 2.29 million tonnes in 2023, in anticipation of better exports, said Malaysian Palm Oil Board (MPOB) director general Datuk Dr Ahmad Parveez Ghulam Kadir.</p></div>

<div class=newsTextDataWrapInner><p>“I hope we can export more [palm oil], and this will eventually bring down our stock. That’s why we believe that crude palm oil (CPO) prices can increase, averaging around RM4,000 this year,” he told <em>The Edge</em> on the sidelines ",Edge,,https://assets.theedgemarkets.com/palm oil CPO  _20230308132119_bloomberg_18.jpg,,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
