title,url,created_at,updated_at,published_date,summary,content,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
"PA Resources attempting to resume uptrend, says RHB Retail Research",https://www.klsescreener.com/v2/news/view/1276013,2024-02-09 08:01:57,2024-02-09 20:17:11,2024-02-09 07:55:47,"KUALA LUMPUR (Feb 9) : RHB Retail Research said PA Resources Bhd is attempting to resume its uptrend after it rose strongly during the intraday session on Thursday, hitting the 35 sen immediate resistance before retreating towards the close.

In a trading stocks note on Friday, the resea...","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Feb 9) : RHB Retail Research said PA Resources Bhd is attempting to resume its uptrend after it rose strongly during the intraday session on Thursday, hitting the 35 sen immediate resistance before retreating towards the close.</p></div>

<div class=newsTextDataWrapInner><p>In a trading stocks note on Friday, the research house said that riding beyond the 21-day simple moving average line, if a breakout above the resistance occurs, the stock may climb towards 39.5 sen, followed by the next resistance at 42.5 sen.</p></div>

<div class=newsT",Edge,,//images.weserv.nl/?url=https://assets.theedgemarkets.com/PA-Resources_20230630192325_pagroup.com_.my__0_0_0.jpg&w=300,https://assets.theedgemarkets.com/PA-Resources_20230630192325_pagroup.com_.my__0_0_0.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Gabungan AQRS set to rebound higher, says RHB Retail Research",https://www.klsescreener.com/v2/news/view/1276011,2024-02-09 08:01:56,2024-02-09 20:02:23,2024-02-09 07:54:49,"RHB Retail Research said Gabungan AQRS Bhd is set to rebound higher above the 35 sen breakout level on stronger trading volume, following the recent pullback.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Feb 9): RHB Retail Research said Gabungan AQRS Bhd is set to rebound higher above the 35 sen breakout level on stronger trading volume, following the recent pullback.</p></div>

<div class=newsTextDataWrapInner><p>In a trading stocks note on Friday, the research house said that the bullish bias above that level may see the stock climb towards the 38 sen immediate resistance, followed by its recent high of 39.5 sen.</p></div>

<div class=newsTextDataWrapInner><p>“However, a fall below the 32.5 sen support would signal a reversal towards a do",新闻,,//images.weserv.nl/?url=https://assets.theedgemarkets.com/gabungan-aqrs-2_econpile_gbg.com_.my__0.jpg&w=300,https://assets.theedgemarkets.com/gabungan-aqrs-2_econpile_gbg.com_.my__0.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Oil up 3% on Gaza ceasefire refusal, US fuel stocks data",https://www.klsescreener.com/v2/news/view/1276009,2024-02-09 07:33:28,2024-02-09 07:33:28,2024-02-09 07:23:00,Oil prices gained more than 3% on Thursday on concerns of a broadening conflict in the Middle East after Israel rejected a ceasefire offer from Hamas.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Brent futures closed up US$2.42, or 3%, to US$81.36 a barrel. US West Texas Intermediate crude climbed US$2.36, or 3.2%, to US$76.22.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>LONDON: Oil prices gained more than 3% on Thursday on concerns of a broadening conflict in the Middle East after Israel rejected a ceasefire offer from Hamas.</p><p>Brent futures closed up US$2.42, or 3%, to US$81.36 a barrel. US West Texas Intermediate crude climbed US$2.36, or 3.2%, to US$76.22.</p><p>The Brent benchmark brea",,,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536356.jpeg,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536356.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"S&P 500 ends just shy of 5,000 mark after touching milestone",https://www.klsescreener.com/v2/news/view/1276007,2024-02-09 07:33:26,2024-02-09 07:33:26,2024-02-09 07:17:00,"The benchmark S&amp;P 500 index managed to eke out a small gain on Thursday after briefly hitting the 5,000-point milestone, as investors reacted to earnings reports, a roughly in-line jobs report and remarks from policymakers on interest rate cuts.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The Dow rose 48.97 points, or 0.13%, to 38,726.33, the S&amp;P 500 gained 2.85 points, or 0.06%, to 4,997.91 and the Nasdaq gained 37.07 points, or 0.24%, to 15,793.72.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: The benchmark S&amp;P 500 index managed to eke out a small gain on Thursday after briefly hitting the 5,000-point milestone, as investors reacted to earnings reports, a roughly in-line jobs report and remarks from policymakers on interest rate cuts.</p><p>Under the hood, small-cap in",,,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536353.JPG,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536353.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Tabung Haji dividend to be announced in April — Na'im,https://www.klsescreener.com/v2/news/view/1275919,2024-02-09 01:03:43,2024-02-09 19:45:27,2024-02-09 00:45:55,"KUALA LUMPUR (Feb 9): The announcement and review of Tabung Haji (TH) dividends for the financial year 2023 are expected to be done in April after a full audit is conducted, says Minister in the Prime Minister's Department (Religious Affairs) Datuk Dr Mohd Na'im Mokhtar.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Feb 9): The announcement and review of Tabung Haji (TH) dividends for the financial year 2023 are expected to be done in April after a full audit is conducted, says Minister in the Prime Minister's Department (Religious Affairs) Datuk Dr Mohd Na'im Mokhtar.</p></div>

<div class=newsTextDataWrapInner><p>He said this followed warnings received from the Royal Commission of Inquiry (RCI) previously to conduct a comprehensive audit before any dividend distribution is done.</p></div>

<div class=newsTextDataWrapInner><p>""Now is the time for the ",Edge,,https://assets.theedgemarkets.com/mohd na'im mokhtar_Tabung Haji_20240209004251_bernama.jpg,https://assets.theedgemarkets.com/mohd na'im mokhtar_Tabung Haji_20240209004251_bernama.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Kumpulan Jetson, KUB, Reneuco, CIMB, BHIC, Dataprep, MGB, RCE Capital, KKB, NationGate, Southern Acids, Perdana Petroleum, Globetronics, Industronics",https://www.klsescreener.com/v2/news/view/1275915,2024-02-09 00:16:48,2024-02-09 19:04:12,2024-02-09 00:04:35,"KUALA LUMPUR (Feb 8): Here is a brief recap of some corporate announcements that made the news on Thursday: Kumpulan Jetson Bhd, KUB Malaysia Bhd, Reneuco Bhd, CIMB Group Holdings Bhd, Boustead Heavy Industries Corp Bhd, Dataprep Holdings Bhd, MGB Bhd, RCE Capital Bhd, KKB Engineering Bhd, NationGate Holdings Bhd, Southern Acids (M) Bhd, Perdana Petroleum Bhd, Globetronics Technology Bhd and Industronics Bhd.","<div class=newsTextDataWrapInner><p>KUALA LUMPUR (Feb 8): Here is a brief recap of some corporate announcements that made the news on Thursday: Kumpulan Jetson Bhd, KUB Malaysia Bhd, Reneuco Bhd, CIMB Group Holdings Bhd, Boustead Heavy Industries Corp Bhd, Dataprep Holdings Bhd, MGB Bhd, RCE Capital Bhd, KKB Engineering Bhd, NationGate Holdings Bhd, Southern Acids (M) Bhd, Perdana Petroleum Bhd, Globetronics Technology Bhd and Industronics Bhd.</p></div>

<div class=newsTextDataWrapInner><p>A group of &nbsp;<strong>Kumpulan Jetson Bhd</strong>’s minority shareholders, who claimed to own at l",,,https://assets.theedgemarkets.com/Companies-in-the-news_20240208234840_theedgemalaysia.jpg,https://assets.theedgemarkets.com/Companies-in-the-news_20240208234840_theedgemalaysia.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
Clouds on the horizon in Japan’s conbini-land,https://www.klsescreener.com/v2/news/view/1276003,2024-02-09 07:12:18,2024-02-09 07:12:18,2024-02-09 00:00:00,"Everyone loves Japan’s ubiquitous convenience stores, known locally as conbini.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Stiff competition: A shopper at an unmanned cash register at a Lawson store in Tokyo. Lawson has slipped to third place among Japan’s convenience store chains. — Reuters</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>EVERYONE loves Japan’s ubiquitous convenience stores, known locally as conbini.</p><p>They’re the subject of tens of thousands of tourist TikToks and YouTube videos, with visitors gushing over their most quirky offerings.</p><p>The stores were the bright spot during the Tokyo Olympics three y",,,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536090.JPG,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536090.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Arm forecast beats estimates as AI spurs chip upgrades,https://www.klsescreener.com/v2/news/view/1276001,2024-02-09 07:12:15,2024-02-09 07:12:15,2024-02-09 00:00:00,"Arm Holdings surged more than 30% after the British tech company forecast fiscal fourth-quarter sales and adjusted profit above Wall Street expectations as customers aim to design new chips for artificial intelligence (AI) work, generating higher royalties.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Arm’s forecast ranges for its fourth quarter had midpoints of US$875mil for sales and 30 US cents per share for adjusted earnings. — Reuters</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>SAN FRANCISCO: Arm Holdings surged more than 30% after the British tech company forecast fiscal fourth-quarter sales and adjusted profit above Wall Street expectations as customers aim to design new chips for artificial intelligence (AI) work, generating higher royalties.</p><p>Arm’s forecast ranges for its fourth quarte",,,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536336.jpeg,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536336.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Goldman Sachs fund unit finds mispricing,https://www.klsescreener.com/v2/news/view/1275999,2024-02-09 07:12:15,2024-02-09 07:12:15,2024-02-09 00:00:00,A senior manager at the fund unit of Goldman Sachs Group Inc says last year’s deep sell-off of green stocks may have blinded some equity investors to the growth potential in key corners of the market.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Goldman Sachs Asset Management's Luke Barrs sees evidence that investors are ignoring opportunities to buy in the renewables sector. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>LONDON: A senior manager at the fund unit of Goldman Sachs Group Inc says last year’s deep sell-off of green stocks may have blinded some equity investors to the growth potential in key corners of the market.</p><p>Luke Barrs, managing director and global head of fundamental equity client portfolio management at Gold",,,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536343.jpeg,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536343.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Giant chemicals manufacturer Dow debuts green bonds,https://www.klsescreener.com/v2/news/view/1275997,2024-02-09 07:12:14,2024-02-09 07:12:14,2024-02-09 00:00:00,"Dow Inc, a maker of plastics for packaging, is raising US$1.25bil in its first-ever green-bond offering, as it looks to reduce its carbon emissions and plastic waste.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The company is selling bonds in two parts through its wholly owned subsidiary Dow Chemical Co. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: Dow Inc, a maker of plastics for packaging, is raising US$1.25bil in its first-ever green-bond offering, as it looks to reduce its carbon emissions and plastic waste.</p><p>It is selling bonds in two parts through its wholly owned subsidiary Dow Chemical Co, according to a person with knowledge of the matter.</p><p>The longest portion of the of",,,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536342.jpeg,https://apicms.thestar.com.my/uploads/images/2024/02/09/2536342.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
