title,url,created_at,updated_at,published_date,summary,content,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
Global offshoring a catalyst for office space demand in Malaysia,https://www.klsescreener.com/v2/news/view/1307219,2024-04-10 07:05:35,2024-04-13 10:35:00,2024-04-10 07:00:00,The global offshoring industry is undergoing a significant transformation because of technological advancements. There has been a transition from basic functions in the early days of first-generation outsourcing to specialised services.,"<div class=newsTextDataWrapInner><p><span style=""font-style: italics;"">This article first appeared in The Edge Malaysia Weekly on April 8, 2024 - April 14, 2024</span></p></div><div><img alt="""" class=""gallery-items"" data-high-res-src=""//myassets.theedgemalaysia.com/pics/2024/TEM1518-infographic_theedgemalaysia.jpg"" src="""" /></div>

<div class=""imgw-800 mx-auto d-block image-gallery""><a class=""mobx embedimg-icon"" data-rel=""ceolightbox"" href=""//myassets.theedgemalaysia.com/pics/2024/TEM1518-infographic_theedgemalaysia.jpg""><img alt="""" class=""gallery-items"" src=""//myassets.theedgemalaysia.com/p",Edge,,https://assets.theedgemarkets.com/TEM1518-infographic-2_20240409145934_upklyak-on-freepik.jpg,https://assets.theedgemarkets.com/TEM1518-infographic-2_20240409145934_upklyak-on-freepik.jpg,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
"Modest gains as US markets brace for CPI data, earnings",https://www.klsescreener.com/v2/news/view/1307221,2024-04-10 07:11:29,2024-04-10 07:11:29,2024-04-10 06:48:00,"The Nasdaq and S&amp;P 500 posted modest gains on Tuesday, a day ahead of major inflation data, weighed down by financial stocks as investors braced for major US banks to kick off earnings reporting season on Friday.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The Dow fell 9.13 points, or 0.02%, to 38,883.67. The S&amp;P 500 gained 7.52 points, or 0.14%, at 5,209.91 and the Nasdaq added 52.68 points, or 0.32%, at 16,306.64.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: The Nasdaq and S&amp;P 500 posted modest gains on Tuesday, a day ahead of major inflation data, weighed down by financial stocks as investors braced for major US banks to kick off earnings reporting season on Friday.</p><p>The tech-heavy Nasdaq Composite Index, boosted by chips, enjoye",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637416.JPG,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637416.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"Oil settles lower, eyes on Gaza ceasefire talks",https://www.klsescreener.com/v2/news/view/1307217,2024-04-10 06:55:21,2024-04-10 06:55:21,2024-04-10 06:41:00,"Oil prices settled lower for a second day on Tuesday, as talks for a ceasefire in Gaza continued, but losses were limited to less than a dollar a barrel as Egyptian and Qatari mediators met resistance in their search to find a way out of the war.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Brent crude futures settled 96 cents, or 1.1%, lower at US$89.42 per barrel, while US West Texas Intermediate (WTI) crude futures closed down US$1.20 or 1.4% at US$85.23.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>HOUSTON: Oil prices settled lower for a second day on Tuesday, as talks for a ceasefire in Gaza continued, but losses were limited to less than a dollar a barrel as Egyptian and Qatari mediators met resistance in their search to find a way out of the war.</p><p>The talks in Cairo, also atten",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637415.jpeg,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637415.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Hottest stock index also has the best earnings,https://www.klsescreener.com/v2/news/view/1307299,2024-04-10 07:12:07,2024-04-10 07:12:07,2024-04-10 00:00:00,"The NSE Nifty Next 50 Index is emerging as the hottest stock gauge in India, as investors look for pockets of out-performance in a market that’s been hovering near record highs.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The Next 50 measure is expected to deliver earnings growth of 39% over the coming year. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>MUMBAI: The NSE Nifty Next 50 Index is emerging as the hottest stock gauge in India, as investors look for pockets of out-performance in a market that’s been hovering near record highs.</p><p>Earnings growth is proving to be a key metric. Made up of potential candidates for the benchmark Nifty 50, the gauge has seen its forward profit estimates climb 20% so far",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637381.jpeg,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637381.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
High-level Sino-US talks target key issues,https://www.klsescreener.com/v2/news/view/1307297,2024-04-10 07:12:06,2024-04-10 07:12:06,2024-04-10 00:00:00,"Closer economic and trade cooperation between China and the United States will benefit both countries as well as help safeguard the stability of the global economy to better address challenges and pursue development, experts and business executives say.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Good intentions: Yellen and Guangdong governor Wang Weizhong attending a conference in Baiyun in southern China. Yellen was in the country for five days of meetings as the two sides discussed ways to avoid open conflict and enhance trade. — AP</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>BEIJING: Closer economic and trade cooperation between China and the United States will benefit both countries as well as help safeguard the stability of the global economy to better address challenges and pursue develo",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637134.jpg,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637134.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"Capital A, AAX extend negotiations",https://www.klsescreener.com/v2/news/view/1307295,2024-04-10 07:12:05,2024-04-10 07:12:05,2024-04-10 00:00:00,"Capital A Bhd’s sale of AirAsia’s aviation business to AirAsia X Bhd (AAX) has been extended to April 30, 2024.","<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PETALING JAYA: <a href=""/business/marketwatch/stocks/?qcounter=CAPITALA"" target=""_blank"">Capital A Bhd</a><a href=""http://charts.thestar.com.my/?s=CAPITALA"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a>’s sale of AirAsia’s aviation business to <a href=""/business/marketwatch/stocks/?qcounter=AAX"" target=""_blank"">AirAsia X Bhd</a><a href=""http://charts.thestar.com.my/?s=AAX"" target=""_blank""><img class=""go-chart"" src=""https://cdn.the",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637375.JPG,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637375.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Australian consumer confidence slumps in April,https://www.klsescreener.com/v2/news/view/1307293,2024-04-10 07:12:04,2024-04-10 07:12:04,2024-04-10 00:00:00,"Australia’s consumer confidence declined in April as persistent inflation and interest rates at a 12-year high continued to squeeze households, leaving them gloomy about the economic outlook.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Sentiment dropped 2.4% to 82.4 points, indicating pessimists heavily outweigh optimists. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>SYDNEY: Australia’s consumer confidence declined in April as persistent inflation and interest rates at a 12-year high continued to squeeze households, leaving them gloomy about the economic outlook.</p><p>Sentiment dropped 2.4% to 82.4 points, indicating pessimists heavily outweigh optimists as a reading of 100 is the dividing line, a Westpac Banking Corp sur",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637411.jpeg,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637411.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
CFO of Canada’s largest bank exits at crucial time,https://www.klsescreener.com/v2/news/view/1307291,2024-04-10 07:12:03,2024-04-10 07:12:03,2024-04-10 00:00:00,"The sudden exit of Royal Bank of Canada’s chief financial officer (CFO) comes at a “critical juncture” for the lender as it tries to absorb the biggest acquisition in its history, a leading Wall Street analyst says.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Bad timing: The former HSBC Canada head office in Vancouver. Ahn’s sacking comes just as the bank completes its purchase of HSBC’s Canadian assets, the largest transaction in Royal Bank’s history. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>TORONTO: The sudden exit of Royal Bank of Canada’s chief financial officer (CFO) comes at a “critical juncture” for the lender as it tries to absorb the biggest acquisition in its history, a leading Wall Street analyst says.</p><p>Canada’s largest bank f",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637128.jpg,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637128.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Boeing’s cash woes persist amid sluggish handovers,https://www.klsescreener.com/v2/news/view/1307289,2024-04-10 07:12:02,2024-04-10 07:12:02,2024-04-10 00:00:00,"Boeing Co likely didn’t deliver any 777 freighters during the first quarter, adding to its cash woes at a time when 737 Max handovers are sluggish amid heightened government scrutiny.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The cash flow drag from 11 newly built but undelivered 777 freighters would translate to roughly US$1.16bil, an analyst said. — Bloomberg</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>NEW YORK: Boeing Co likely didn’t deliver any 777 freighters during the first quarter, adding to its cash woes at a time when 737 Max handovers are sluggish amid heightened government scrutiny.</p><p>The planemaker, as of last week, had 11 newly built “gliders”, an industry term for finished aircraft that are lacking engine",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637409.jpeg,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637409.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Atos seeks at least US$1bil in new funding,https://www.klsescreener.com/v2/news/view/1307287,2024-04-10 07:12:02,2024-04-10 07:12:02,2024-04-10 00:00:00,"The embattled French IT company Atos SE is seeking more than €1bil (US$1.09bil) in new funds and wants to cut its current debt pile by at least half, according to a restructuring plan presented to creditors.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Firm resolve: Attal (right) speaks at the French National Assembly in Paris. The French prime minister says Atos’ strategic activities, which include providing cybersecurity for this year’s Paris Olympics, must remain under French ownership. — AFP</p></div></div><div id=""story-body"" class=""story bot-15 relative""><p>PARIS : The embattled French IT company Atos SE is seeking more than €1bil (US$1.09bil) in new funds and wants to cut its current debt pile by at least half, according to a restructuring plan presented to creditors.",,,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637130.jpg,https://apicms.thestar.com.my/uploads/images/2024/04/10/2637130.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
