title,url,created_at,updated_at,published_date,summary,content,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
Wall St Week Ahead: US value stocks draw bargain hunters,https://www.klsescreener.com/v2/news/view/1286965,2024-03-02 06:55:28,2024-03-02 06:55:28,2024-03-02 06:49:00,"As fervour for artificial intelligence sweeps Wall Street, some investors are seeking bargains in more conventional areas of the stock market.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Value stocks have largely been left behind as AI put a charge into their growth-focused peers.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>NEW YORK: As fervour for artificial intelligence sweeps Wall Street, some investors are seeking bargains in more conventional areas of the stock market.</p><p>Value stocks, typically defined as companies trading at a discount on metrics such as book value or price-to-earnings, have largely been left behind as AI put a",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571727.JPG,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571727.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
S&P 500 and Nasdaq close at fresh records,https://www.klsescreener.com/v2/news/view/1286963,2024-03-02 06:55:26,2024-03-02 06:55:26,2024-03-02 06:43:00,"US stocks rose on Friday, with the S&amp;P 500 and Nasdaq closing at record highs, as technology stocks rallied on continued enthusiasm for artificial intelligence, with further support from declining Treasury yields.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The Dow rose 90.99 points, or 0.23% , to 39,087.38, the S&amp;P 500 gained 40.81 points, or 0.80%, to 5,137.08 and the Nasdaq gained 183.02 points, or 1.14%, to 16,274.94.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>NEW YORK: US stocks rose on Friday, with the S&amp;P 500 and Nasdaq closing at record highs, as technology stocks rallied on continued enthusiasm for artificial intelligence, with further support from declining Treasury yields.</p><p>The gain",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571726.JPG,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571726.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
China’s factory activity shrinks for fifth month,https://www.klsescreener.com/v2/news/view/1287005,2024-03-02 07:11:52,2024-03-02 07:11:52,2024-03-02 00:00:00,"China's manufacturing activity in February contracted for a fifth straight month, an official factory survey showed yesterday, raising the pressure on policymakers to roll out further stimulus measures as factory owners struggle for orders.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">The official manufacturing purchasing managers’ index fell to 49.1 in February from 49.2 in January. — Reuters</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>CHINA’S manufacturing activity in February contracted for a fifth straight month, an official factory survey showed yesterday, raising the pressure on policymakers to roll out further stimulus measures as factory owners struggle for orders.</p><p>The official manufacturing purchasing managers’ index (P",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571707.jpeg,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571707.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Nvidia: The mother of all artificial intelligence,https://www.klsescreener.com/v2/news/view/1287003,2024-03-02 07:11:51,2024-03-02 07:11:51,2024-03-02 00:00:00,"Nvidia Corp (NVDA), one of the greatest stock market finds in recent times continues to defy the odds, with not only mind-blowing share price performance but one that is backed by fundamentals.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Hot ticket: A file photo of a signage outside Nvidia’s headquarters in Santa Clara, California. The company’s stock has risen by almost 57% this year alone. — Reuters</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>NVIDIA Corp (NVDA), one of the greatest stock market finds in recent times continues to defy the odds, with not only mind-blowing share price performance but one that is backed by fundamentals.</p><p>The company is a leader in high-end graphic pro",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571483.JPG,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571483.JPG,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
"Timber furniture sales cool as demand softens in US, Europe",https://www.klsescreener.com/v2/news/view/1287001,2024-03-02 07:11:49,2024-03-02 07:11:49,2024-03-02 00:00:00,Plantation Industries and Commodities Minister Datuk Seri Johari Abdul Ghani foresees Malaysia becoming a global player in the timber and timber-products industry.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Johari said the furniture industry is the most dynamic downstream activity in the timber value chain.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>KUALA LUMPUR: Plantation Industries and Commodities Minister Datuk Seri Johari Abdul Ghani foresees Malaysia becoming a global player in the timber and timber-products industry.</p><p>Speaking at the opening of the Malaysian International Furniture Fair (MIFF), Johari said the furniture industry is the most dyn",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571699.jpeg,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571699.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Firms boost gas activity in S-E Asia,https://www.klsescreener.com/v2/news/view/1286999,2024-03-02 07:11:49,2024-03-02 07:11:49,2024-03-02 00:00:00,"Energy companies are ramping up exploration activities in South-East Asia to boost natural gas output and meet long-term demand growth, drawn by recent discoveries and improved investment policies, company executives and analysts say.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Malaysia and Indonesia have recently seen successful upstream discoveries following years of underinvestment in the sector since the 2015 oil price crash. — Reuters</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>KUALA LUMPUR: Energy companies are ramping up exploration activities in South-East Asia to boost natural gas output and meet long-term demand growth, drawn by recent discoveries and improved investment policies, company executives and analysts say.<",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571695.jpeg,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571695.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Fading population dividend,https://www.klsescreener.com/v2/news/view/1286997,2024-03-02 07:11:47,2024-03-02 07:11:47,2024-03-02 00:00:00,Tun Dr Mahathir Mohamad once envisioned Malaysia to reach a population of 70 million by the year 2100.,"<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>TUN Dr Mahathir Mohamad once envisioned Malaysia to reach a population of 70 million by the year 2100.</p><p>The former prime minister reasoned that a bigger working age population is necessary for greater industrialisation and to have “less foreign economic and other dominations”.</p></div>",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571724.jpeg,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571752.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
Are you property-rich but cash-poor?,https://www.klsescreener.com/v2/news/view/1286995,2024-03-02 07:11:45,2024-03-02 07:11:45,2024-03-02 00:00:00,We have all heard tales of the middle-class investing in multiple properties and making their fortunes in the millions.,"<div class=""inline-img""><div class=""story-image""></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>WE have all heard tales of the middle-class investing in multiple properties and making their fortunes in the millions.</p><p>The underlying concept here, inspired by Robert Kiyosaki’s Rich Dad Poor Dad and his own “success” in the real estate market, revolves around acquiring multiple properties and collecting rent to cover the mortgage repayments.</p></div>",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571714.jpg,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571714.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
CTOS eyes new overseas markets to drive growth,https://www.klsescreener.com/v2/news/view/1286993,2024-03-02 07:11:43,2024-03-02 07:11:43,2024-03-02 00:00:00,CTOS Digital Bhd is showing no signs of slowing down since its listing on the Main Market of Bursa Malaysia in July 2021.,"<div class=""inline-img""><div class=""story-image""><p class=""caption"">Hamburger said CTOS would continue to look for acquisition targets to expand its geographical footprint and portfolio of solutions.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p><a href=""/business/marketwatch/stocks/?qcounter=CTOS"" target=""_blank"">CTOS Digital Bhd</a><a href=""http://charts.thestar.com.my/?s=CTOS"" target=""_blank""><img class=""go-chart"" src=""https://cdn.thestar.com.my/Themes/img/chart.png""></a> is showing no signs of slowing down since its li",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571713.jpeg,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571713.jpeg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
The maverick value investor,https://www.klsescreener.com/v2/news/view/1286991,2024-03-02 07:11:42,2024-03-02 07:11:42,2024-03-02 00:00:00,"Datuk Seri Cheah Cheng Hye is one of Asia’s leading fund managers. He co-founded Value Partners Group, one of Asia’s largest asset management firms and has been in charge of the firm ever since.","<div class=""inline-img""><div class=""story-image""><p class=""caption"">Hong Kong-based fund manager Datuk Seri Cheah Cheng Hye.</p></div></div><div id=""story-body"" class=""story bot-15 relative""><div class=""premium-sign-overlay absolute""></div><p>DATUK Seri Cheah Cheng Hye is one of Asia’s leading fund managers. He co-founded Value Partners Group, one of Asia’s largest asset management firms and has been in charge of the firm ever since.</p><p>In an exclusive interview with StarBizWeek, the Hong Kong-based fund manager shares his views on a host of issues.</p></div>",,,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571712.jpg,https://apicms.thestar.com.my/uploads/images/2024/03/02/2571712.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
